Job Number,Date,Title,URL
502298,2025-09-23,Stelleninserat als Physiotherapeut:in 40-100%,https://physioswiss.ch/stelleninserate/118626/stelleninserat-als-physiotherapeutin-40-100/
502299,2025-09-23,PhysiotherapeutIn (a) 80 – 100%,https://physioswiss.ch/stelleninserate/118647/physiotherapeutin-a-80-100/
502301,2025-09-23,Physiotherapeut/in 40% – 100%,https://physioswiss.ch/stelleninserate/118663/physiotherapeut-in-40-100/
502273,2025-09-22,Physiotherapeuten / In,https://physioswiss.ch/stelleninserate/118358/physiotherapeuten-in/
502277,2025-09-22,Selbstständige/r Physiotherapeut/in 80-100%,https://physioswiss.ch/stelleninserate/118383/selbststaendige-r-physiotherapeut-in-80-100/
502287,2025-09-22,Physiotherapeut/in 60 – 100 %,https://physioswiss.ch/stelleninserate/118527/physiotherapeut-in-60-100/
502289,2025-09-22,Dipl. Physiotherapeut/-in 40-80% in Wetzikon,https://physioswiss.ch/stelleninserate/118541/dipl-physiotherapeut-in-40-80-in-wetzikon/
502290,2025-09-22,PhysiotherapeutIn (40-100%) für Luzern City,https://physioswiss.ch/stelleninserate/118548/physiotherapeutin-40-100-fuer-luzern-city/
502291,2025-09-22,PhysiotherapeutIn (40 – 100%) für Zentrum in Zürich gesucht,https://physioswiss.ch/stelleninserate/118552/physiotherapeutin-40-100-fuer-zentrum-in-zuerich-gesucht/
502292,2025-09-22,PhysiotherapeutIn (40 – 100%) für Zentrum in St. Gallen gesucht,https://physioswiss.ch/stelleninserate/118556/physiotherapeutin-40-100-fuer-zentrum-in-st-gallen-gesucht/
502293,2025-09-22,Dipl. Physiotherapeut (-in) 40-100% in Dietikon ZH,https://physioswiss.ch/stelleninserate/118560/dipl-physiotherapeut-in-40-100-in-dietikon-zh/
502288,2025-09-21,Physiotherapeut/in 40-100% in Neftenbach gesucht,https://physioswiss.ch/stelleninserate/118530/physiotherapeut-in-40-100-in-neftenbach-gesucht/
502282,2025-09-20,Wir suchen ein*e Physiotherapeut*in! 40% bis 100%,https://physioswiss.ch/stelleninserate/118493/wir-suchen-eine-physiotherapeutin-40-bis-100/
502286,2025-09-20,Dipl. Physiotherapeut/in 60 – 100% im physioWerk. in Zürich Enge,https://physioswiss.ch/stelleninserate/118522/dipl-physiotherapeut-in-60-100-im-physiowerk-in-zuerich-enge/
502269,2025-09-19,Für die Vergrösserung unseres Teams suchen wir Verstärkung: 40 – 100%,https://physioswiss.ch/stelleninserate/118258/fuer-die-vergroesserung-unseres-teams-suchen-wir-verstaerkung-40-100/
502280,2025-09-19,Du möchtest helfen etwas neues aufzubauen?,https://physioswiss.ch/stelleninserate/118463/du-moechtest-helfen-etwas-neues-aufzubauen/
502284,2025-09-19,ErfahreneR PhysiotherapeutIn (40 – 100%) in Basel,https://physioswiss.ch/stelleninserate/118509/erfahrener-physiotherapeutin-40-100-in-basel/
502285,2025-09-19,Dipl. Physiotherapeut/-in,https://physioswiss.ch/stelleninserate/118514/dipl-physiotherapeut-in/
502230,2025-09-18,dipl. Physiotherapeut/in BSc (80-100%) mit Therapieleitung,https://physioswiss.ch/stelleninserate/117924/dipl-physiotherapeut-in-bsc-80-100-mit-therapieleitung/
502270,2025-09-18,Physiotherapeut/in FH/HF 80-100%,https://physioswiss.ch/stelleninserate/118268/physiotherapeut-in-fh-hf-80-100/
502271,2025-09-18,Dipl. Physiotherapeut/in 30 – 100 %,https://physioswiss.ch/stelleninserate/118344/dipl-physiotherapeut-in-30-100/
502272,2025-09-18,Dipl. Physiotherapeut/in in Rüti (ZH),https://physioswiss.ch/stelleninserate/118355/dipl-physiotherapeut-in-in-rueti-zh/
502274,2025-09-18,"Wir suchen dich, dipl. Physiotherapeut/in (40–100 %)",https://physioswiss.ch/stelleninserate/118363/wir-suchen-dich-dipl-physiotherapeut-in-40-100/
502275,2025-09-18,PhysiotherapeutIn (40 – 100%) in Zürich gesucht,https://physioswiss.ch/stelleninserate/118369/physiotherapeutin-40-100-in-zuerich-gesucht/
502276,2025-09-18,Physiotherapeut/in 60-100%,https://physioswiss.ch/stelleninserate/118376/physiotherapeut-in-60-100/
502278,2025-09-18,Physiotherapeut:in 40 – 100% in Arth,https://physioswiss.ch/stelleninserate/118401/physiotherapeutin-40-100-in-arth/
502279,2025-09-18,Physiotherapeut:in (a) 60-100%,https://physioswiss.ch/stelleninserate/118452/physiotherapeutin-a-60-100/
502256,2025-09-17,Dipl. Physiotherapeut/in,https://physioswiss.ch/stelleninserate/118164/dipl-physiotherapeut-in/
502260,2025-09-17,Dipl. Physiotherapeut/in,https://physioswiss.ch/stelleninserate/118185/dipl-physiotherapeut-in/
502262,2025-09-17,Dipl. Physiotherapeut/in FH mit Berufsbildungsfunktion (70 – 100%),https://physioswiss.ch/stelleninserate/118194/dipl-physiotherapeut-in-fh-mit-berufsbildungsfunktion-70-100/
502265,2025-09-17,Physiothérapeute diplômé (h/f) 80-100% – Lausanne,https://physioswiss.ch/stelleninserate/118219/physiotherapeute-diplome-h-f-80-100-lausanne/
502266,2025-09-17,Recherche Physiothérapeute INDEPENDANT 60-70%,https://physioswiss.ch/stelleninserate/118222/recherche-physiotherapeute-independant-60-70/
502267,2025-09-17,(Sport) Physiotherapeut/in (30-50 %) – Dielsdorf,https://physioswiss.ch/stelleninserate/118233/sport-physiotherapeut-in-30-50-dielsdorf/
208054,2025-09-17,Physiotherapeut/in gesucht-Arbeiten mit Blick auf den Zürichsee in Horgen,https://physioswiss.ch/stelleninserate/118239/physiotherapeut-in-gesucht-arbeiten-mit-blick-auf-den-zuerichsee-in-horgen/
502268,2025-09-17,Physiotherapie im Herzen der Altstadt Brugg,https://physioswiss.ch/stelleninserate/118244/physiotherapie-im-herzen-der-altstadt-brugg/
502246,2025-09-16,physio5 | Swiss Sportclinic sucht Physio,https://physioswiss.ch/stelleninserate/118032/physio5-swiss-sportclinic-sucht-physio/
502247,2025-09-16,physio5 | Fischermätteli sucht Physio,https://physioswiss.ch/stelleninserate/118039/physio5-fischermaetteli-sucht-physio/
502258,2025-09-16,Physiotherapeut/-in 40-60% nach Berneck gesucht!,https://physioswiss.ch/stelleninserate/118167/physiotherapeut-in-40-60-nach-berneck-gesucht/
502259,2025-09-16,Physiotherapeut/in FH mit Fachverantwortung Geriatrie 90-100%,https://physioswiss.ch/stelleninserate/118172/physiotherapeut-in-fh-mit-fachverantwortung-geriatrie-90-100/
502236,2025-09-16,Physiotherapeut:in 40-100% im Herzen von Bern,https://physioswiss.ch/stelleninserate/118176/physiotherapeutin-40-100-im-herzen-von-bern/
502264,2025-09-16,Dipl. Physiotherapeut/in 60%-90%,https://physioswiss.ch/stelleninserate/118210/dipl-physiotherapeut-in-60-90/
502156,2025-09-15,"Physio générale, pédiatrie, pelvi-périnéologie",https://physioswiss.ch/stelleninserate/117127/physio-generale-pediatrie-pelvi-perineologie/
502157,2025-09-15,"Physiothérapeute salarié.e à Yverdon, en face de la gare",https://physioswiss.ch/stelleninserate/117130/physiotherapeute-salarie-e-a-yverdon-en-face-de-la-gare/
502220,2025-09-15,Dipl. Physiotherapeut/in 60–100%,https://physioswiss.ch/stelleninserate/117841/dipl-physiotherapeut-in-60-100/
502226,2025-09-15,PhysiotherapeutIn (40-100%) für Zentrum in Solothurn gesucht,https://physioswiss.ch/stelleninserate/117881/physiotherapeutin-40-100-fuer-zentrum-in-solothurn-gesucht/
502227,2025-09-15,PhysiotherapeutIn (40 – 100%) für Zentrum in Baden gesucht,https://physioswiss.ch/stelleninserate/117885/physiotherapeutin-40-100-fuer-zentrum-in-baden-gesucht/
502241,2025-09-15,physiothérapeute,https://physioswiss.ch/stelleninserate/117989/physiotherapeute/
502248,2025-09-15,Diplomierte/r Physiotherapeut/in (m/w/d) gesucht – 40-50 % ab Februar 2026,https://physioswiss.ch/stelleninserate/118068/diplomierte-r-physiotherapeut-in-m-w-d-gesucht-40-50-ab-februar-2026/
502249,2025-09-15,Dipl. Physiotherapeut/in,https://physioswiss.ch/stelleninserate/118116/dipl-physiotherapeut-in/
502250,2025-09-15,dipl. Physiotherapeutin,https://physioswiss.ch/stelleninserate/118124/dipl-physiotherapeutin/
502251,2025-09-15,Motivierte PhysiotherapeutIn 20-60% in Schlieren ZH gesucht,https://physioswiss.ch/stelleninserate/118127/motivierte-physiotherapeutin-20-60-in-schlieren-zh-gesucht/
502253,2025-09-15,Dipl. Physiotherapeut/in 50 – 100 %,https://physioswiss.ch/stelleninserate/118137/dipl-physiotherapeut-in-50-100/
502254,2025-09-15,Physiotherapeut (m/w/d) ambulant 40 – 100%,https://physioswiss.ch/stelleninserate/118140/physiotherapeut-m-w-d-ambulant-40-100/
502255,2025-09-15,Physiotherapeut/in ab 40% Unterägeri,https://physioswiss.ch/stelleninserate/118146/physiotherapeut-in-ab-40-unteraegeri/
502229,2025-09-12,Physiotherapeut/-in Bsc,https://physioswiss.ch/stelleninserate/117917/physiotherapeut-in-bsc/
262352,2025-09-12,Ab in die Berge !!!,https://physioswiss.ch/stelleninserate/117940/ab-in-die-berge/
502232,2025-09-12,Dipl. Physiotherapeut/in HF/FH,https://physioswiss.ch/stelleninserate/117945/dipl-physiotherapeut-in-hf-fh/
502233,2025-09-12,Physiotherapeutin Beckenboden (40–80%) in Basel,https://physioswiss.ch/stelleninserate/117948/physiotherapeutin-beckenboden-40-80-in-basel/
502238,2025-09-12,Dipl. Physiotherapeut:in Lenzburg Physio Promenade 60-100%,https://physioswiss.ch/stelleninserate/117966/dipl-physiotherapeutin-lenzburg-physio-promenade-60-100/
502239,2025-09-12,Physiothérapeute,https://physioswiss.ch/stelleninserate/117979/physiotherapeute/
502240,2025-09-12,Dipl. Physiotherapeut/in 80-100%,https://physioswiss.ch/stelleninserate/117985/dipl-physiotherapeut-in-80-100/
502242,2025-09-12,Dipl. Physiotherapeut*in – Teilzeitanstellung oder Selbstständigkeit,https://physioswiss.ch/stelleninserate/117997/dipl-physiotherapeutin-teilzeitanstellung-oder-selbststaendigkeit/
502243,2025-09-12,Physiotherapeut/-in 30-90% in integrativer Praxis Arbon/ Rorschach,https://physioswiss.ch/stelleninserate/118004/physiotherapeut-in-30-90-in-integrativer-praxis-arbon-rorschach/
502245,2025-09-12,Dipl. Physiotherapeut/in 50% bis 60% in Oberwil gesucht,https://physioswiss.ch/stelleninserate/118016/dipl-physiotherapeut-in-50-bis-60-in-oberwil-gesucht/
502218,2025-09-11,Physiothérapeute diplômé(e) équipe de gériatrie (60-80%),https://physioswiss.ch/stelleninserate/117831/physiotherapeute-diplomee-equipe-de-geriatrie-60-80/
502219,2025-09-11,Dipl. Physiotherapeutin/en Team Geriatrie (60-80%),https://physioswiss.ch/stelleninserate/117835/dipl-physiotherapeutin-en-team-geriatrie-60-80/
502222,2025-09-11,Physiothérapeute à 70-80%,https://physioswiss.ch/stelleninserate/117862/physiotherapeute-a-70-80/
502223,2025-09-11,Physiothérapeute indépendant(e),https://physioswiss.ch/stelleninserate/117865/physiotherapeute-independante/
502231,2025-09-11,Wir suchen ein/e Physiotherapeut/in 50-80%,https://physioswiss.ch/stelleninserate/117937/wir-suchen-ein-e-physiotherapeut-in-50-80/
502234,2025-09-11,Physiotherapeut:in 20-70% (Ferienvertretung),https://physioswiss.ch/stelleninserate/117954/physiotherapeutin-20-70-ferienvertretung/
502235,2025-09-11,Physiotherapeut:in 20-40%,https://physioswiss.ch/stelleninserate/117957/physiotherapeutin-20-40/
502237,2025-09-11,Physiotherapeuten/-therapeutinnen für Kinder 20-40%,https://physioswiss.ch/stelleninserate/117960/physiotherapeuten-therapeutinnen-fuer-kinder-20-40/
502199,2025-09-10,Physiotherapeut (m/w/d) 60–100%,https://physioswiss.ch/stelleninserate/117671/physiotherapeut-m-w-d-60-100/
502203,2025-09-10,Physiotherapie mit Zukunft,https://physioswiss.ch/stelleninserate/117699/physiotherapie-mit-zukunft/
502204,2025-09-10,Dipl. Physiotherapeut/in FH im Ambulatorium 40- 100 %,https://physioswiss.ch/stelleninserate/117711/dipl-physiotherapeut-in-fh-im-ambulatorium-40-100/
502205,2025-09-10,Physiotherapeut/in (40-100%),https://physioswiss.ch/stelleninserate/117720/physiotherapeut-in-40-100/
502211,2025-09-10,Physiotherapeut/in,https://physioswiss.ch/stelleninserate/117780/physiotherapeut-in/
502214,2025-09-10,Dipl. Physiotherapeut/in HF/FH,https://physioswiss.ch/stelleninserate/117806/dipl-physiotherapeut-in-hf-fh/
502215,2025-09-10,Leitung Physiotherapie und Ergotherapie 80-100%,https://physioswiss.ch/stelleninserate/117809/leitung-physiotherapie-und-ergotherapie-80-100/
252589,2025-09-10,Dipl. Physiotherapeut/in 20-100% am Zürichsee,https://physioswiss.ch/stelleninserate/117818/dipl-physiotherapeut-in-20-100-am-zuerichsee/
502217,2025-09-10,dipl. Physiotherapeut/in FH (50-100%),https://physioswiss.ch/stelleninserate/117823/dipl-physiotherapeut-in-fh-50-100/
502221,2025-09-10,Physiothérapeute 60%-80%,https://physioswiss.ch/stelleninserate/117844/physiotherapeute-60-80/
502224,2025-09-10,"Motivierte(r) Physiotherapeut/in 30-50% Zürich, möglich mit ZSR Nummer",https://physioswiss.ch/stelleninserate/117876/motivierter-physiotherapeut-in-30-50-zuerich-moeglich-mit-zsr-nummer/
502228,2025-09-10,Pädiatrischer Physiotherapeut,https://physioswiss.ch/stelleninserate/117890/paediatrischer-physiotherapeut/
502200,2025-09-09,PHYSIOTHÉRAPEUTE DIPLÔMÉ(E) EQUIPE MÉDECINE INTERNE 40 – 100%,https://physioswiss.ch/stelleninserate/117685/physiotherapeute-diplomee-equipe-medecine-interne-40-100/
502201,2025-09-09,DIPL. PHYSIOTHERAPEUTIN/EN TEAM INNERE MEDIZIN 40 – 100%,https://physioswiss.ch/stelleninserate/117690/dipl-physiotherapeutin-en-team-innere-medizin-40-100/
502206,2025-09-09,Dipl. Physiotherapeut/Physiotherapeutin 40-100% in Ostermundigen,https://physioswiss.ch/stelleninserate/117736/dipl-physiotherapeut-physiotherapeutin-40-100-in-ostermundigen/
502207,2025-09-09,Physiotherapeut / Physiotherapeutin im Oberaargau gesucht,https://physioswiss.ch/stelleninserate/117751/physiotherapeut-physiotherapeutin-im-oberaargau-gesucht/
502208,2025-09-09,Dipl. Physiotherapeut/in 80-100%,https://physioswiss.ch/stelleninserate/117754/dipl-physiotherapeut-in-80-100/
502209,2025-09-09,Leidenschaftlicher PhysiotherapeutIn gesucht – im Oberaargau 🌿,https://physioswiss.ch/stelleninserate/117757/leidenschaftlicher-physiotherapeutin-gesucht-im-oberaargau-%f0%9f%8c%bf/
502210,2025-09-09,Leidenschaftlicher PhysiotherapeutIn gesucht – Befristet in Solothurn 🌿,https://physioswiss.ch/stelleninserate/117760/leidenschaftlicher-physiotherapeutin-gesucht-befristet-in-solothurn-%f0%9f%8c%bf/
502212,2025-09-09,Dipl. Physiotherapeut/in 20-80%,https://physioswiss.ch/stelleninserate/117786/dipl-physiotherapeut-in-20-80/
502213,2025-09-09,Dipl. Physiotherapeut/in 40% bis 100% in Zürich Höngg gesucht,https://physioswiss.ch/stelleninserate/117797/dipl-physiotherapeut-in-40-bis-100-in-zuerich-hoengg-gesucht/
502194,2025-09-08,Physiothérapeute EMS et domicile Lausanne,https://physioswiss.ch/stelleninserate/117585/physiotherapeute-ems-et-domicile-lausanne/
502195,2025-09-08,Physiotherapeut/in (80–100%) in Kreuzlingen gesucht,https://physioswiss.ch/stelleninserate/117588/physiotherapeut-in-80-100-in-kreuzlingen-gesucht/
502196,2025-09-08,Physiotherapeut/in (60–100%) in Ermatingen,https://physioswiss.ch/stelleninserate/117592/physiotherapeut-in-60-100-in-ermatingen/
502021,2025-09-08,Dipl. Physiotherapeut/in 40%-100%,https://physioswiss.ch/stelleninserate/117600/dipl-physiotherapeut-in-40-100/
502197,2025-09-08,Physiotherapeut/in (60-80%) gesucht – ab sofort in Zürich,https://physioswiss.ch/stelleninserate/117603/physiotherapeut-in-60-80-gesucht-ab-sofort-in-zuerich/
